io_bytes,io_kbytes,bw_bytes,bw_kbs,iops,runtime_ms,total_ios,lat_mean_ns,lat_min_ns,lat_max_ns,lat_stddev_ns,clat_mean_ns,clat_stddev_ns,bw_min,bw_max,bw_mean,bw_dev,iops_mean,iops_stddev,lat_p1_0_ns,lat_p5_0_ns,lat_p10_0_ns,lat_p20_0_ns,lat_p30_0_ns,lat_p40_0_ns,lat_p50_0_ns,lat_p60_0_ns,lat_p70_0_ns,lat_p80_0_ns,lat_p90_0_ns,lat_p95_0_ns,lat_p99_0_ns,lat_p99_5_ns,lat_p99_9_ns,lat_p100_0_ns,access_type,file_size,run,write_io_bytes,write_io_kbytes,write_bw_bytes,write_bw_kbs,write_iops,write_runtime_ms,write_total_ios,write_lat_mean_ns,write_lat_min_ns,write_lat_max_ns,write_lat_stddev_ns,lat_mean_us,lat_min_us,lat_max_us,lat_stddev_us,clat_mean_us,clat_stddev_us,lat_p1_0_us,lat_p5_0_us,lat_p10_0_us,lat_p20_0_us,lat_p30_0_us,lat_p40_0_us,lat_p50_0_us,lat_p60_0_us,lat_p70_0_us,lat_p80_0_us,lat_p90_0_us,lat_p95_0_us,lat_p99_0_us,lat_p99_5_us,lat_p99_9_us,lat_p100_0_us,write_lat_mean_us,write_lat_min_us,write_lat_max_us,write_lat_stddev_us,runtime_s,io_mb,io_gb,bw_mbs
1847197696,1803904,184701299,180372,1409.159084,10001,14093,698193.7613,437525,3297963,141741.956558,697458.035195,141483.901961,169472,201216,179873.684211,10354.984828,1405.263158,80.898319,440320,448512,481280,528384,610304,708608,749568,774144,790528,823296,839680,856064,897024,921600,1028096,3162112,rand,100M,2,,,,,,,,,,,,698.1937613,437.525,3297.963,141.741956558,697.458035195,141.483901961,440.32,448.512,481.28,528.384,610.304,708.608,749.568,774.144,790.528,823.296,839.68,856.064,897.024,921.6,1028.096,3162.112,,,,,10.001,1761.625,1.7203369140625,176.1448850631714
1897529344,1853056,189733961,185287,1447.555244,10001,14477,680708.158527,436919,3439848,142846.297844,679997.612558,142548.56911,171008,197888,186071.578947,11055.61198,1453.684211,86.371969,440320,444416,477184,505856,552960,675840,733184,765952,782336,806912,831488,847872,888832,921600,1036288,1236992,rand,100M,3,,,,,,,,,,,,680.708158527,436.919,3439.848,142.846297844,679.997612558,142.54856911000002,440.32,444.416,477.184,505.856,552.96,675.84,733.184,765.952,782.336,806.912,831.488,847.872,888.832,921.6,1036.288,1236.992,,,,,10.001,1809.625,1.7672119140625,180.9444055557251
1783234560,1741440,178305625,174126,1360.363964,10001,13605,723631.526571,434876,1883101,137050.793005,722966.125763,136837.597872,163840,195840,174322.526316,9139.225371,1361.894737,71.400198,440320,473088,497664,569344,667648,733184,765952,782336,806912,839680,880640,905216,929792,937984,962560,1019904,rand,500M,1,,,,,,,,,,,,723.631526571,434.876,1883.101,137.050793005,722.966125763,136.837597872,440.32,473.088,497.664,569.344,667.648,733.184,765.952,782.336,806.912,839.68,880.64,905.216,929.792,937.984,962.56,1019.904,,,,,10.001,1700.625,1.6607666015625,170.04549503326416
1911685120,1866880,191149397,186669,1458.354165,10001,14585,675333.764004,434290,3666197,152016.331548,674541.849914,151666.687048,173056,194816,187270.736842,6904.815846,1463.052632,53.943874,440320,444416,468992,505856,552960,618496,716800,757760,782336,806912,864256,888832,921600,929792,962560,3194880,rand,500M,2,,,,,,,,,,,,675.333764004,434.29,3666.197,152.01633154799998,674.5418499140001,151.666687048,440.32,444.416,468.992,505.856,552.96,618.496,716.8,757.76,782.336,806.912,864.256,888.832,921.6,929.792,962.56,3194.88,,,,,10.001,1823.125,1.7803955078125,182.2942705154419
1803943936,1761664,180376355,176148,1376.162384,10001,13763,715439.939984,435527,1223810,142305.149216,714752.415026,142051.914812,160191,201069,176215.157895,13152.765608,1376.631579,102.710061,444416,468992,485376,552960,626688,724992,765952,782336,806912,839680,880640,905216,929792,937984,954368,1036288,rand,500M,3,,,,,,,,,,,,715.439939984,435.527,1223.81,142.305149216,714.752415026,142.051914812,444.416,468.992,485.376,552.96,626.688,724.992,765.952,782.336,806.912,839.68,880.64,905.216,929.792,937.984,954.368,1036.288,,,,,10.001,1720.375,1.6800537109375,172.02029705047607
1814691840,1772160,181451038,177198,1384.361564,10001,13845,711368.8026,435346,3459427,148477.745534,710629.329866,148186.883432,160768,188416,177219.368421,8629.15464,1384.526316,67.415271,444416,468992,497664,544768,593920,692224,757760,782336,815104,847872,880640,897024,929792,937984,962560,3424256,rand,1G,1,,,,,,,,,,,,711.3688026000001,435.346,3459.427,148.47774553399998,710.629329866,148.186883432,444.416,468.992,497.664,544.768,593.92,692.224,757.76,782.336,815.104,847.872,880.64,897.024,929.792,937.984,962.56,3424.256,,,,,10.001,1730.625,1.6900634765625,173.0451946258545
1762000896,1720704,176182471,172053,1344.165583,10001,13443,732433.117236,436215,3639324,143017.574919,731727.993454,142769.33668,161792,185344,172867.368421,8976.986405,1350.526316,70.132706,444416,477184,514048,569344,651264,741376,774144,798720,823296,864256,888832,905216,929792,937984,970752,3194880,rand,1G,2,,,,,,,,,,,,732.433117236,436.215,3639.324,143.017574919,731.7279934539999,142.76933668,444.416,477.184,514.048,569.344,651.264,741.376,774.144,798.72,823.296,864.256,888.832,905.216,929.792,937.984,970.752,3194.88,,,,,10.001,1680.375,1.6409912109375,168.02069759368896
1792933888,1750912,179275461,175073,1367.763224,10001,13679,719810.654068,436718,3553116,145549.194333,719093.178668,145277.494346,162048,190208,175467.789474,10264.616027,1370.842105,80.192313,444416,473088,505856,561152,610304,716800,765952,790528,823296,856064,880640,905216,929792,937984,970752,1318912,rand,1G,3,,,,,,,,,,,,719.8106540680001,436.718,3553.116,145.549194333,719.0931786680001,145.277494346,444.416,473.088,505.856,561.152,610.304,716.8,765.952,790.528,823.296,856.064,880.64,905.216,929.792,937.984,970.752,1318.912,,,,,10.001,1709.875,1.6697998046875,170.97040271759033
895090688,874112,89500118,87402,682.831717,10001,6829,894006.854005,480190,17495510,449560.521618,893319.601552,449491.990988,65280,103680,87282.526316,11035.244403,681.894737,86.212847,497664,561152,626688,741376,806912,839680,880640,921600,954368,1003520,1089536,1187840,1613824,1925120,2506752,17432576,mix,100M,1,899940352.0,878848.0,89985036.0,87876.0,686.531347,10001.0,6866.0,542216.366152,285893.0,17553670.0,474027.289512,894.0068540049999,480.19,17495.51,449.560521618,893.319601552,449.491990988,497.664,561.152,626.688,741.376,806.912,839.68,880.64,921.6,954.368,1003.52,1089.536,1187.84,1613.824,1925.12,2506.752,17432.576,542.216366152,285.893,17553.67,474.027289512,10.001,853.625,0.8336181640625,85.35396385192871
878968832,858368,87888094,85828,670.532947,10001,6706,876042.134954,440530,19369653,476375.849977,875235.720549,476332.014619,77824,93952,85962.105263,4418.898278,671.578947,34.522643,497664,618496,708608,774144,815104,856064,872448,897024,921600,954368,1011712,1056768,1105920,1138688,2277376,19267584,mix,100M,2,884473856.0,863744.0,88438541.0,86365.0,674.732527,10001.0,6748.0,583190.975697,286295.0,16900578.0,450511.097331,876.0421349540001,440.53,19369.653,476.375849977,875.235720549,476.332014619,497.664,618.496,708.608,774.144,815.104,856.064,872.448,897.024,921.6,954.368,1011.712,1056.768,1105.92,1138.688,2277.376,19267.584,583.190975697,286.295,16900.578,450.51109733100003,10.001,838.25,0.818603515625,83.81661796569824
1026031616,1001984,102592902,100188,782.721728,10001,7828,774982.582397,439445,19079421,486777.657125,774411.061191,486715.781014,87808,111872,100323.473684,7819.722731,783.578947,61.037617,444416,473088,536576,602112,684032,733184,774144,823296,864256,888832,962560,1011712,1073152,1105920,7372800,19005440,mix,100M,3,1032454144.0,1008256.0,103235090.0,100815.0,787.621238,10001.0,7877.0,478680.945157,282974.0,20362061.0,409268.695193,774.9825823970001,439.445,19079.421,486.777657125,774.411061191,486.715781014,444.416,473.088,536.576,602.112,684.032,733.184,774.144,823.296,864.256,888.832,962.56,1011.712,1073.152,1105.92,7372.8,19005.44,478.680945157,282.974,20362.061,409.26869519300004,10.001,978.5,0.95556640625,97.8402156829834
957743104,935296,95764733,93520,730.626937,10001,7307,806416.768441,435299,27640181,454907.663746,805734.105242,454832.671443,84480,108288,93817.368421,7815.116123,732.894737,61.089092,440320,497664,569344,684032,741376,774144,806912,839680,872448,905216,946176,995328,1056768,1089536,7438336,27656192,mix,500M,1,962199552.0,939648.0,96210334.0,93955.0,734.026597,10001.0,7341.0,533350.846206,281300.0,29365228.0,440926.406056,806.416768441,435.299,27640.181,454.90766374599997,805.7341052419999,454.83267144300004,440.32,497.664,569.344,684.032,741.376,774.144,806.912,839.68,872.448,905.216,946.176,995.328,1056.768,1089.536,7438.336,27656.192,533.3508462059999,281.3,29365.228,440.92640605599996,10.001,913.375,0.8919677734375,91.32836627960205
1011089408,987392,101098830,98729,771.322868,10001,7714,774230.313845,432709,27346144,445455.906264,773629.578818,445390.826047,89600,109349,98618.315789,5988.350423,770.368421,46.751364,440320,468992,528384,618496,692224,741376,774144,806912,856064,888832,937984,987136,1056768,1089536,7307264,27394048,mix,500M,2,1017249792.0,993408.0,101714807.0,99330.0,776.022398,10001.0,7761.0,496209.571962,280184.0,27867776.0,435310.162152,774.230313845,432.709,27346.144,445.45590626399996,773.629578818,445.390826047,440.32,468.992,528.384,618.496,692.224,741.376,774.144,806.912,856.064,888.832,937.984,987.136,1056.768,1089.536,7307.264,27394.048,496.209571962,280.184,27867.776,435.31016215200003,10.001,964.25,0.941650390625,96.41535758972168
949354496,927104,94925957,92701,724.227577,10001,7243,817395.005937,438460,27987609,464785.053407,816726.158912,464734.870164,81408,105984,92456.421053,6338.987777,722.315789,49.523342,452608,528384,577536,684032,749568,782336,815104,856064,880640,913408,962560,1011712,1073152,1089536,7307264,27918336,mix,500M,3,952762368.0,930432.0,95266710.0,93033.0,726.827317,10001.0,7269.0,536957.135782,283071.0,27905520.0,425118.38586,817.3950059370001,438.46,27987.609,464.785053407,816.726158912,464.73487016400003,452.608,528.384,577.536,684.032,749.568,782.336,815.104,856.064,880.64,913.408,962.56,1011.712,1073.152,1089.536,7307.264,27918.336,536.957135782,283.071,27905.52,425.11838586,10.001,905.375,0.8841552734375,90.52844715118408
525729792,513408,52562466,51330,401.019796,10002,4011,1473687.497881,439259,324224476,8814780.967311,1473085.712541,8814747.211461,255,106496,52446.157895,40663.229272,409.526316,317.930525,444416,501760,552960,651264,716800,765952,798720,839680,880640,913408,995328,2039808,11337728,19005440,117964800,325058560,mix,1G,1,537264128.0,524672.0,53715669.0,52456.0,409.818036,10002.0,4099.0,973435.033423,284253.0,820509903.0,13508110.312365,1473.687497881,439.259,324224.476,8814.780967311,1473.085712541,8814.747211461001,444.416,501.76,552.96,651.264,716.8,765.952,798.72,839.68,880.64,913.408,995.328,2039.808,11337.728,19005.44,117964.8,325058.56,973.435033423,284.253,820509.903,13508.110312365,10.002,501.375,0.4896240234375,50.12747383117676
911998976,890624,91190778,89053,695.730427,10001,6958,868306.193878,477991,18385666,436432.314063,867640.961196,436360.417123,55296,100608,88791.578947,10310.25258,693.684211,80.548848,501760,569344,610304,716800,790528,823296,864256,897024,929792,954368,1011712,1056768,1859584,3555328,5210112,18481152,mix,1G,2,916455424.0,894976.0,91636378.0,89488.0,699.130087,10001.0,6992.0,541199.950944,286637.0,17521675.0,459146.470997,868.306193878,477.991,18385.666,436.43231406300004,867.640961196,436.36041712300005,501.76,569.344,610.304,716.8,790.528,823.296,864.256,897.024,929.792,954.368,1011.712,1056.768,1859.584,3555.328,5210.112,18481.152,541.1999509440001,286.637,17521.675,459.146470997,10.001,869.75,0.849365234375,86.9663028717041
862978048,842752,86289175,84266,658.334167,10001,6584,903595.694563,441240,125442582,3348727.250784,902949.287971,3348728.621207,33469,104960,83739.526316,21490.858241,654.157895,168.022242,448512,501760,561152,659456,733184,774144,806912,847872,880640,913408,970752,1011712,1089536,1122304,28442624,125304832,mix,1G,3,866779136.0,846464.0,86669246.0,84637.0,661.233877,10001.0,6613.0,588770.056253,285676.0,181490909.0,3105639.761684,903.595694563,441.24,125442.582,3348.727250784,902.949287971,3348.7286212070003,448.512,501.76,561.152,659.456,733.184,774.144,806.912,847.872,880.64,913.408,970.752,1011.712,1089.536,1122.304,28442.624,125304.832,588.770056253,285.676,181490.909,3105.639761684,10.001,823.0,0.8037109375,82.29176998138428
